id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
498333,COL-2023-2-2-XXX100-14,2023,false,Check dyad,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,1,"""El Colombiano,2023-10-10,La violencia en Antioquia dejó dos dobles homicidios en Puerto Berrío y Caucasia""",El Colombiano,2023-10-10,La violencia en Antioquia dejó dos dobles homicidios en Puerto Berrío y Caucasia,El Colombiano,3,Puerto Berrío municipality,,Antioquia department,Puerto Berrío municipality,6.416670,-74.500000,POINT (-74.5 6.41667),138452,Colombia,100,Americas,1,1,2023-10-10 00:00:00.000,2023-10-10 00:00:00.000,0,0,0,2,2,2,2,,
499375,COL-2023-2-2-XXX100-35,2023,false,Check type of violence,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,1,"""La Opinión,2023-10-11,They took him out of the house to kill him in Virgilio Barco""",La Opinión,2023-10-11,They took him out of the house to kill him in Virgilio Barco,La Opinión,1,Cúcuta town,"NORTE DE SANTANDER
CUCÚTA
29th Street and 1st Avenue, Virgilio Barco neighborhood,sector that borders the Cúcuta Penitentiary. Comuna 6",Norte de Santander department,Cúcuta municipality,7.893907,-72.507821,POINT (-72.507821 7.893907),140615,Colombia,100,Americas,1,1,2023-10-11 00:00:00.000,2023-10-11 00:00:00.000,0,0,0,1,1,1,1,,
498625,COL-2023-2-2-XXX100-16,2023,false,Check dyad,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,2,"""El Espectador,2023-10-12,Asesinan a tres personas en menos de 24 horas en el Suroeste Antioqueño"";""El Colombiano,2023-10-12,Racha de cinco asesinatos agudiza la crisis de seguridad en Andes""",El Espectador;El Colombiano,2023-10-12;2023-10-12,Asesinan a tres personas en menos de 24 horas en el Suroeste Antioqueño;Racha de cinco asesinatos agudiza la crisis de seguridad en Andes,El Colombiano,3,Andes municipality,,Antioquia department,Andes municipality,5.669740,-75.899050,POINT (-75.89905 5.66974),137729,Colombia,100,Americas,1,1,2023-10-11 00:00:00.000,2023-10-11 00:00:00.000,0,0,0,1,1,1,1,,
498626,COL-2023-2-2-XXX100-18,2023,false,Check type of violence,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,2,"""El Espectador,2023-10-12,Asesinan a tres personas en menos de 24 horas en el Suroeste Antioqueño"";""El Espectador,2023-10-12,Asesinan a tres personas en menos de 24 horas en el Suroeste Antioqueño""",El Espectador;El Espectador,2023-10-12;2023-10-12,Asesinan a tres personas en menos de 24 horas en el Suroeste Antioqueño;Asesinan a tres personas en menos de 24 horas en el Suroeste Antioqueño,El Espectador,3,Jardin municipality,,Antioquia department,Jardin municipality,5.590380,-75.818460,POINT (-75.81846 5.59038),137729,Colombia,100,Americas,1,1,2023-10-11 00:00:00.000,2023-10-11 00:00:00.000,0,0,0,1,1,1,1,,
498630,COL-2023-2-2-XXX100-17,2023,false,Check type of violence,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,1,"""El Espectador,2023-10-12,Asesinan a tres personas en menos de 24 horas en el Suroeste Antioqueño""",El Espectador,2023-10-12,Asesinan a tres personas en menos de 24 horas en el Suroeste Antioqueño,El Espectador,3,La Estrella municipality,,Antioquia department,La Estrella municipality,6.166670,-75.666670,POINT (-75.66667 6.16667),138449,Colombia,100,Americas,1,1,2023-10-11 00:00:00.000,2023-10-11 00:00:00.000,0,0,2,0,2,2,2,,
499313,COL-2023-2-2-XXX100-32,2023,false,Check dyad,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,-1,,"","","",,1,Cúcuta town,"NORTE DE SANTANDER
CÚCUTA
Carlos Pizarro neighborhood, borders Camilo Daza Avenue",Norte de Santander department,Cúcuta municipality,7.893907,-72.507821,POINT (-72.507821 7.893907),140615,Colombia,100,Americas,1,1,2023-10-12 00:00:00.000,2023-10-12 00:00:00.000,0,0,0,1,1,2,2,,
499259,COL-2023-2-2-XXX100-26,2023,false,Check dyad,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,1,"""El Heraldo,2023-10-12,With signs of torture, a man is found dead in La Guajira The body was found on the Riohacha-Palomino road, La Guajira.""",El Heraldo,2023-10-12,"With signs of torture, a man is found dead in La Guajira The body was found on the Riohacha-Palomino road, La Guajira.",El Heraldo,4,La Guajira department,"LA GUAJIRA
Riohacha-Palomino road",La Guajira department,,11.500000,-72.500000,POINT (-72.5 11.5),146376,Colombia,100,Americas,1,1,2023-10-12 00:00:00.000,2023-10-12 00:00:00.000,0,0,0,1,1,1,1,,
499037,COL-2023-2-2-XXX100-23,2023,false,Check dyad,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,1,"""Analisis Urbano,2023-10-16,Homicides do not stop in Andes, southwestern Antioquia: Juan Diego was shot to death""",Analisis Urbano,2023-10-16,"Homicides do not stop in Andes, southwestern Antioquia: Juan Diego was shot to death",Analisis Urbano,1,Andes town,Plazuela Santa Rita,Antioquia department,Andes municipality,5.656100,-75.878770,POINT (-75.87877 5.6561),137729,Colombia,100,Americas,1,1,2023-10-14 00:00:00.000,2023-10-14 00:00:00.000,0,0,0,1,1,1,1,,
498772,COL-2023-2-2-XXX100-19,2023,false,Check dyad,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,1,"""El TIempo,2023-10-15,No para la violencia en el Atlántico: dos muertos deja incursión de sicarios en Malambo""",El TIempo,2023-10-15,No para la violencia en el Atlántico: dos muertos deja incursión de sicarios en Malambo,El Tiempo,3,Malambo municipality,,Atlántico department,Malambo municipality,10.850000,-74.750000,POINT (-74.75 10.85),144931,Colombia,100,Americas,1,1,2023-10-15 00:00:00.000,2023-10-15 00:00:00.000,0,0,0,0,0,0,0,,
498777,COL-2023-2-2-XXX100-20,2023,false,Check dyad,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,2,"""El Espectador,2023-10-16,Lo que se sabe de la masacre de cuatro hombres en zona rural de Caloto, en Cauca"";""El TIempo,2023-10-18,Lo nuevo que se sabe de la masacre de cuatro hombres en el norte del Cauca""",El Espectador;El TIempo,2023-10-16;2023-10-18,"Lo que se sabe de la masacre de cuatro hombres en zona rural de Caloto, en Cauca;Lo nuevo que se sabe de la masacre de cuatro hombres en el norte del Cauca",El Espectador,3,Caloto municipality,,Cauca department,Caloto municipality,3.083333,-76.333333,POINT (-76.333333 3.083333),134128,Colombia,100,Americas,1,1,2023-10-16 00:00:00.000,2023-10-16 00:00:00.000,0,0,0,4,4,4,4,,
499038,COL-2023-2-2-XXX100-24,2023,false,Check type of violence,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,1,"""Alerta Paisa,2023-10-16,They murdered a man with a firearm in Bello while he was talking with a friend""",Alerta Paisa,2023-10-16,They murdered a man with a firearm in Bello while he was talking with a friend,Alerta Paisa,1,Bello town,barrio Los Sauces,Antioquia department,Bello municipality,6.337320,-75.557950,POINT (-75.55795 6.33732),138449,Colombia,100,Americas,1,1,2023-10-16 00:00:00.000,2023-10-16 00:00:00.000,0,0,0,1,1,1,1,,
499321,COL-2023-2-2-XXX100-33,2023,false,Check type of violence,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,1,"""El Universal,2023-10-13,5 hooded men murdered a man in a hammock and left him a sign""",El Universal,2023-10-13,5 hooded men murdered a man in a hammock and left him a sign,El Universal,1,Cúcuta town,"NORTE DE SANTANDER
CUCÚTA
Avenue 0 and Transverse 17, in the Las Minas sector, in the Pueblo Nuevo neighborhood.",Norte de Santander department,Cúcuta municipality,7.893907,-72.507821,POINT (-72.507821 7.893907),140615,Colombia,100,Americas,1,1,2023-10-17 00:00:00.000,2023-10-17 00:00:00.000,0,0,1,0,1,2,2,,
499308,COL-2023-2-2-XXX100-31,2023,false,Check dyad,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,1,"""La Opinión,2023-10-16,They killed him in a sewage canal in the Metrópolis urbanization""",La Opinión,2023-10-16,They killed him in a sewage canal in the Metrópolis urbanization,La Opinión,1,Cúcuta town,"NORTE DE SANTANDER
CÚCUTA
Metrópolis urbanization, near the Cúcuta Penitentiary. Comuna 6",Norte de Santander department,Cúcuta municipality,7.893907,-72.507821,POINT (-72.507821 7.893907),140615,Colombia,100,Americas,1,1,2023-10-18 00:00:00.000,2023-10-18 00:00:00.000,0,0,0,1,1,1,1,,
499302,COL-2023-2-2-XXX100-30,2023,false,Check dyad,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,1,"""La Opinión,2023-10-20,They took him out of the house and then killed him in the Santa Teresa de Cúcuta invasion""",La Opinión,2023-10-20,They took him out of the house and then killed him in the Santa Teresa de Cúcuta invasion,La Opinión,6,Colombia,"NORTE DE SANTANDER
CÚCUTA
El Belén neighborhood, Cerro pastel area.",,,4.000000,-72.000000,POINT (-72 4),135577,Colombia,100,Americas,2,1,2023-10-19 00:00:00.000,2023-10-19 00:00:00.000,0,0,0,1,1,1,1,,
499349,COL-2023-2-2-XXX100-34,2023,false,Check dyad,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,2,"""El Colombiano,2023-10-20,Mataron a sobrino de alias Otoniel en zona rural del Cesar; esto es lo que se sabe"";""El Colombiano,2023-10-21,Investigan posible ajuste de cuentas en el asesinato de “Cero Siete”, cabecilla del Clan del Golfo.""",El Colombiano;El Colombiano,2023-10-20;2023-10-21,"Mataron a sobrino de alias Otoniel en zona rural del Cesar; esto es lo que se sabe;Investigan posible ajuste de cuentas en el asesinato de “Cero Siete”, cabecilla del Clan del Golfo.",El Colombiano,3,Astrea municipality,,Cesar department,Astrea municipality,9.489850,-73.978830,POINT (-73.97883 9.48985),142773,Colombia,100,Americas,1,1,2023-10-20 00:00:00.000,2023-10-20 00:00:00.000,0,0,0,1,1,1,1,,
499301,COL-2023-2-2-XXX100-29,2023,false,Check dyad,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,1,"""La Opinión,2023-10-23,They killed 'El Barbero' in Cuberos Niño""",La Opinión,2023-10-23,They killed 'El Barbero' in Cuberos Niño,La Opinión,1,Cúcuta town,"NORTE DE SANTANDER
CÚCUTA
Cuberos Niño neighborhood, Comuna 10",Norte de Santander department,Cúcuta municipality,7.893907,-72.507821,POINT (-72.507821 7.893907),140615,Colombia,100,Americas,1,1,2023-10-23 00:00:00.000,2023-10-23 00:00:00.000,0,0,0,1,1,1,1,,
499256,COL-2023-2-2-XXX100-25,2023,false,Check type of violence,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,1,"""El Heraldo,2023-10-25,Former soccer player was murdered in the middle of a criminal attack in Riohacha In the same incident, a man was injured and it is presumed that, in reality, the gunshot attack was against him.""",El Heraldo,2023-10-25,"Former soccer player was murdered in the middle of a criminal attack in Riohacha In the same incident, a man was injured and it is presumed that, in reality, the gunshot attack was against him.",El Heraldo,1,Riohacha town,"LA GUAJIRA
RIOHACHA
Dividivi neighborhood",La Guajira department,Riohacha municipality,11.544444,-72.907222,POINT (-72.907222 11.544444),146375,Colombia,100,Americas,1,1,2023-10-25 00:00:00.000,2023-10-25 00:00:00.000,0,0,0,1,1,1,1,,
499376,COL-2023-2-2-XXX100-36,2023,false,Check dyad,2,2-XXX100,35,XXX100 - XXX100,2-XXX100,70,XXX100 - XXX100,XXX100,3630,XXX100,XXX100,3630,XXX100,2,"""El TIempo,2023-10-27,Alias Delta, entre los 5 señalados criminales que cayeron en combate en Buenaventura"";""El TIempo,2023-10-28,Buenaventura: enfrentamientos entre Armada, Policía y 'clan del Golfo' dejan 5 muertos""",El TIempo;El TIempo,2023-10-27;2023-10-28,"Alias Delta, entre los 5 señalados criminales que cayeron en combate en Buenaventura;Buenaventura: enfrentamientos entre Armada, Policía y 'clan del Golfo' dejan 5 muertos",El Tiempo,3,Buenaventura municipality,,Valle del Cauca department,Buenaventura municipality,3.864250,-77.035450,POINT (-77.03545 3.86425),134846,Colombia,100,Americas,1,1,2023-10-27 00:00:00.000,2023-10-27 00:00:00.000,0,0,0,5,5,5,5,,
499255,COL-2023-3-1073-3,2023,false,Check dyad,3,744,606,ELN - Civilians,744,1073,ELN - Civilians,744,744,ELN,9999,1,Civilians,2,"""Guajira News,2023-11-02,Identified man who was murdered in rural area of ​​Barrancas"";""LA GUAJIRA 24 HRS,2023-10-31,MAN KILLED ON VIA BARRANCAS - GUAYACANAL HAS NOT BEEN ABLE TO IDENTIFY""",Guajira News;LA GUAJIRA 24 HRS,2023-11-02;2023-10-31,Identified man who was murdered in rural area of ​​Barrancas;MAN KILLED ON VIA BARRANCAS - GUAYACANAL HAS NOT BEEN ABLE TO IDENTIFY,Guajira News; La Guajira 24H,3,Barrancas municipality,"LA GUAJIRA
BARRANCAS
Road that connects Barrancas to the town of Guayacanal",La Guajira department,Barrancas municipality,11.000000,-72.750000,POINT (-72.75 11),145655,Colombia,100,Americas,1,1,2023-10-31 00:00:00.000,2023-10-31 00:00:00.000,0,0,1,0,1,1,1,,
499392,COL-2023-3-3-XXX100-73,2023,false,Check type of violence,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""La Voz del Rio Arauca,2023-10-01, MAN IS KILLED IN LA SOBERANIA TRAIL""",La Voz del Rio Arauca,2023-10-01,MAN IS KILLED IN LA SOBERANIA TRAIL,La Voz del Rio Arauca,3,Toledo municipality,"NORTE DE SANTANDER
TOLEDO
La Soberania trail,Venagá village",Norte de Santander department,Toledo municipality,7.300000,-72.250000,POINT (-72.25 7.3),139896,Colombia,100,Americas,1,1,2023-10-01 00:00:00.000,2023-10-01 00:00:00.000,0,0,1,0,1,1,1,,
498067,COL-2023-3-3-XXX100-48,2023,false,Check dyad,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""El Colombiano,2023-10-02,Dos homicidios a tiros en menos de una semana en el Suroeste""",El Colombiano,2023-10-02,Dos homicidios a tiros en menos de una semana en el Suroeste,El Colombiano,1,Jardin town,,Antioquia department,Jardin municipality,5.599020,-75.819760,POINT (-75.81976 5.59902),137729,Colombia,100,Americas,1,1,2023-10-01 00:00:00.000,2023-10-01 00:00:00.000,0,0,0,1,1,1,1,,
498063,COL-2023-3-3-XXX100-45,2023,false,Check dyad,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""El TIempo,2023-10-01,Muere escolta que resultó herido en atentado dirigido a líder indígena en La Guajira""",El TIempo,2023-10-01,Muere escolta que resultó herido en atentado dirigido a líder indígena en La Guajira,El Tiempo,1,Valledupar town,,Cesar department,Valledupar municipality,10.463140,-73.253224,POINT (-73.253224 10.46314),144214,Colombia,100,Americas,1,1,2023-10-01 00:00:00.000,2023-10-01 00:00:00.000,0,0,1,0,1,1,1,,
498064,COL-2023-3-3-XXX100-46,2023,false,Check dyad,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,4,"""El Espectador,2023-10-01,Asesinaron a parapentista que hacía publicidad política en Tuluá"";""El TIempo,2023-10-02,Así fue último día del parapentista Jorge González, asesinado en campaña de candidato"";""El Espectador,2023-10-02,Oficina de Tuluá se atribuye asesinato de parapentista que hacía publicidad política"";""El Colombiano,2023-10-02,Parapentista fue asesinado en Tuluá, Valle, después de hacer un vuelo de publicidad política""",El Espectador;El TIempo;El Espectador;El Colombiano,2023-10-01;2023-10-02;2023-10-02;2023-10-02,"Asesinaron a parapentista que hacía publicidad política en Tuluá;Así fue último día del parapentista Jorge González, asesinado en campaña de candidato;Oficina de Tuluá se atribuye asesinato de parapentista que hacía publicidad política;Parapentista fue asesinado en Tuluá, Valle, después de hacer un vuelo de publicidad política",El Espectador,1,Tuluá town,,Valle del Cauca department,Tuluá municipality,4.084656,-76.195360,POINT (-76.19536 4.084656),135568,Colombia,100,Americas,1,1,2023-10-01 00:00:00.000,2023-10-01 00:00:00.000,0,0,1,0,1,1,1,,
492477,COL-2023-3-3-XXX100-1,2023,false,Check type of violence,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""La Opinión,2023-10-03,He was found dead after four months of being held in Tibú""",La Opinión,2023-10-03,He was found dead after four months of being held in Tibú,La Opinión,3,Tibú municipality,"NORTE DE SANTANDER
TIBÚ
Village of Puente Seis, in the corregimiento Campo Dos, rural area of Tibú.",Norte de Santander department,Tibú municipality,8.633333,-72.716667,POINT (-72.716667 8.633333),142055,Colombia,100,Americas,1,1,2023-10-01 00:00:00.000,2023-10-01 00:00:00.000,0,0,1,0,1,1,1,,
498065,COL-2023-3-3-XXX100-47,2023,false,Check dyad,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""El Espectador,2023-10-02,Masacre en Santa Marta deja tres muertos y dos heridos durante una fiesta""",El Espectador,2023-10-02,Masacre en Santa Marta deja tres muertos y dos heridos durante una fiesta,El Espectador,1,Santa Marta town,,Magdalena department,Santa Marta municipality,11.240791,-74.199040,POINT (-74.19904 11.240791),145652,Colombia,100,Americas,1,1,2023-10-02 00:00:00.000,2023-10-02 00:00:00.000,0,0,3,0,3,3,3,,
498072,COL-2023-3-3-XXX100-50,2023,false,Check dyad,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""El Espectador,2023-10-03,Un menor de edad fue asesinado por sicarios en Barrancabermeja""",El Espectador,2023-10-03,Un menor de edad fue asesinado por sicarios en Barrancabermeja,,1,Barrancabermeja town,,Santander department,Barrancabermeja municipality,7.065278,-73.854722,POINT (-73.854722 7.065278),139893,Colombia,100,Americas,1,1,2023-10-02 00:00:00.000,2023-10-02 00:00:00.000,0,0,1,0,1,1,1,,
499382,COL-2023-3-3-XXX100-70,2023,false,Check dyad,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""La Opinión,2023-10-08,They identified the man murdered on the banks of the Pamplonita River""",La Opinión,2023-10-08,They identified the man murdered on the banks of the Pamplonita River,La Opinión,3,Cúcuta municipality,"NORTE DE SANTANDER 
CUCÚTA
Banks of the Pamplonita River",Norte de Santander department,Cúcuta municipality,8.500000,-72.666667,POINT (-72.666667 8.5),142055,Colombia,100,Americas,1,1,2023-10-03 00:00:00.000,2023-10-03 00:00:00.000,0,0,1,0,1,1,1,,
499384,COL-2023-3-3-XXX100-71,2023,false,Check dyad,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""Semana,2023-10-06,Hitman attacks in Cúcuta leave two dead; insecurity is skyrocketing""",Semana,2023-10-06,Hitman attacks in Cúcuta leave two dead; insecurity is skyrocketing,Semana,3,Cúcuta municipality,"NORTE DE SANTANDER
CÚCUTA
Banco de Arena district, in the rural area of ​​the city of Cúcuta",Norte de Santander department,Cúcuta municipality,8.500000,-72.666667,POINT (-72.666667 8.5),142055,Colombia,100,Americas,1,1,2023-10-04 00:00:00.000,2023-10-04 00:00:00.000,0,0,0,1,1,1,1,,
499385,COL-2023-3-3-XXX100-72,2023,false,Check dyad,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""Noticias Caracol,2023-10-06,Spouses kidnapped four months ago in Tibú appeared dead in Cúcuta""",Noticias Caracol,2023-10-06,Spouses kidnapped four months ago in Tibú appeared dead in Cúcuta,Noticias Caracol,3,Cúcuta municipality,"NORTE DE SANTANDER
CÚCUTA
Palmarito sector, rural area of ​​Cúcuta.",Norte de Santander department,Cúcuta municipality,8.500000,-72.666667,POINT (-72.666667 8.5),142055,Colombia,100,Americas,1,1,2023-10-04 00:00:00.000,2023-10-04 00:00:00.000,0,0,2,0,2,2,2,,
498123,COL-2023-3-3-XXX100-51,2023,false,Check dyad,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""El Colombiano,2023-10-04,Asesinaron a presentador y creador de contenido de El Carmen de Viboral""",El Colombiano,2023-10-04,Asesinaron a presentador y creador de contenido de El Carmen de Viboral,El Colombiano,1,Carmen de Viboral town,,Antioquia department,Carmen de Viboral municipality,6.082358,-75.335088,POINT (-75.335088 6.082358),138450,Colombia,100,Americas,1,1,2023-10-04 00:00:00.000,2023-10-04 00:00:00.000,0,0,1,0,1,1,1,,
498261,COL-2023-3-3-XXX100-52,2023,false,Check type of violence,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""El Espectador,2023-10-06,Balacera dejó dos muertos en la avenida Las Palmas, en Medellín""",El Espectador,2023-10-06,"Balacera dejó dos muertos en la avenida Las Palmas, en Medellín",El Espectador,1,Medellín town,,Antioquia department,Medellín municipality,6.251840,-75.563591,POINT (-75.563591 6.25184),138449,Colombia,100,Americas,1,1,2023-10-05 00:00:00.000,2023-10-05 00:00:00.000,0,0,0,2,2,2,2,,
498298,COL-2023-3-3-XXX100-53,2023,false,Check type of violence,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""El TIempo,2023-10-08,Urgente: reportan violenta masacre en Pereira, cuatro personas fueron atacadas""",El TIempo,2023-10-08,"Urgente: reportan violenta masacre en Pereira, cuatro personas fueron atacadas",El Tiempo,1,Pereira town,,Risaralda department,Pereira municipality,4.813333,-75.696111,POINT (-75.696111 4.813333),136289,Colombia,100,Americas,1,1,2023-10-08 00:00:00.000,2023-10-08 00:00:00.000,0,0,0,4,4,4,4,,
498313,COL-2023-3-3-XXX100-54,2023,false,Check type of violence,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""El Espectador,2023-10-08,Lo que se sabe de la masacre de tres miembros de una familia en El Banco""",El Espectador,2023-10-08,Lo que se sabe de la masacre de tres miembros de una familia en El Banco,El Espectador,3,El Banco municipality,,Magdalena department,El Banco municipality,9.000000,-74.000000,POINT (-74 9),142773,Colombia,100,Americas,1,1,2023-10-08 00:00:00.000,2023-10-08 00:00:00.000,0,0,0,3,3,3,3,,
498623,COL-2023-3-3-XXX100-56,2023,false,Check dyad,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,2,"""El Espectador,2023-10-12,Asesinan a tres personas en menos de 24 horas en el Suroeste Antioqueño"";""El Espectador,2023-10-12,Asesinan a tres personas en menos de 24 horas en el Suroeste Antioqueño""",El Espectador;El Espectador,2023-10-12;2023-10-12,Asesinan a tres personas en menos de 24 horas en el Suroeste Antioqueño;Asesinan a tres personas en menos de 24 horas en el Suroeste Antioqueño,El Espectador,3,Andes municipality,,Antioquia department,Andes municipality,5.669740,-75.899050,POINT (-75.89905 5.66974),137729,Colombia,100,Americas,1,1,2023-10-10 00:00:00.000,2023-10-10 00:00:00.000,0,0,0,0,0,0,0,,
498633,COL-2023-3-3-XXX100-57,2023,false,Check dyad,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""El Espectador,2023-10-12,Asesinan a tres personas en menos de 24 horas en el Suroeste Antioqueño""",El Espectador,2023-10-12,Asesinan a tres personas en menos de 24 horas en el Suroeste Antioqueño,El COlombiano,3,Abejorral municipality,,Antioquia department,Abejorral municipality,5.750000,-75.416667,POINT (-75.416667 5.75),137730,Colombia,100,Americas,1,1,2023-10-11 00:00:00.000,2023-10-11 00:00:00.000,0,0,3,0,3,3,3,,
498339,COL-2023-3-3-XXX100-55,2023,false,Check dyad,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,2,"""El Espectador,2023-10-11,Masacre en Santa Marta: las víctimas son familiares de diputada del Magdalena"";""El Colombiano,2023-10-11,Masacre en Santa Marta: dos adultos y una niña fueron asesinados""",El Espectador;El Colombiano,2023-10-11;2023-10-11,Masacre en Santa Marta: las víctimas son familiares de diputada del Magdalena;Masacre en Santa Marta: dos adultos y una niña fueron asesinados,,3,Santa Marta municipality,"on the Ayapel trail, near the neighborhood
La Paz and Cristo Rey, in Santa Marta",Magdalena department,Santa Marta municipality,11.083333,-73.916667,POINT (-73.916667 11.083333),145653,Colombia,100,Americas,1,1,2023-10-11 00:00:00.000,2023-10-11 00:00:00.000,0,0,3,0,3,3,3,,
498634,COL-2023-3-3-XXX100-58,2023,false,Check dyad,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""El Espectador,2023-10-13,Fiesta que terminó en balacera dejó una menor de edad muerta y una bebé herida""",El Espectador,2023-10-13,Fiesta que terminó en balacera dejó una menor de edad muerta y una bebé herida,El Espectador,3,Palmira municipality,,Valle del Cauca department,Palmira municipality,3.583330,-76.250000,POINT (-76.25 3.58333),134848,Colombia,100,Americas,1,1,2023-10-12 00:00:00.000,2023-10-12 00:00:00.000,0,0,0,2,2,2,2,,
499310,COL-2023-3-3-XXX100-63,2023,false,Check dyad,3,XXX100,4294,XXX100 - Civilians,XXX100,4900,XXX100 - Civilians,XXX100,3630,XXX100,9999,1,Civilians,1,"""La Opinión,2023-10-15,Street dweller murdered in Bethlehem was a circus clown""",La Opinión,2023-10-15,Street dweller murdered in Bethlehem was a circus clown,La Opinión,1,Cúcuta town,"NORTE DE SANTANDER
CÚCUTA
27th Street and 28th Avenue, in the Belén neighborhood",Norte de Santander department,Cúcuta municipality,7.893907,-72.507821,POINT (-72.507821 7.893907),140615,Colombia,100,Americas,1,1,2023-10-12 00:00:00.000,2023-10-12 00:00:00.000,0,0,1,0,1,1,1,,
